$ Get data for 1104:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:30:12 from web application
$ Data source: nrcs
$ Data type: Air Temperature Maximum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA1104          Pepper Creek
WA1104      0104   6   -999.00
WA1104      0104   7   -999.00
WA1104      0104   8   -999.00
WA1104      0104   9   -999.00
WA1104      0104  10   -999.00
WA1104      0104  11   -999.00
WA1104      0104  12   -999.00
WA1104      0104  13   -999.00
WA1104      0104  14   -999.00
WA1104      0104  15   -999.00
WA1104      0104  16   -999.00
WA1104      0104  17   -999.00
WA1104      0104  18   -999.00
WA1104      0104  19   -999.00
WA1104      0104  20   -999.00
WA1104      0104  21   -999.00
WA1104      0104  22   -999.00
WA1104      0104  23   -999.00
WA1104      0104  24   -999.00
WA1104      0104  25   -999.00
WA1104      0104  26   -999.00
WA1104      0104  27   -999.00
WA1104      0104  28   -999.00
WA1104      0104  29   -999.00
WA1104      0104  30   -999.00
WA1104      0104  31   -999.00
WA1104      0204   1   -999.00
WA1104      0204   2   -999.00
WA1104      0204   3   -999.00
WA1104      0204   4   -999.00
WA1104      0204   5   -999.00
WA1104      0204   6   -999.00
WA1104      0204   7   -999.00
WA1104      0204   8   -999.00
WA1104      0204   9   -999.00
WA1104      0204  10   -999.00
WA1104      0204  11   -999.00
WA1104      0204  12   -999.00
WA1104      0204  13   -999.00
WA1104      0204  14   -999.00
WA1104      0204  15   -999.00
WA1104      0204  16   -999.00
WA1104      0204  17   -999.00
WA1104      0204  18   -999.00
WA1104      0204  19   -999.00
WA1104      0204  20   -999.00
WA1104      0204  21   -999.00
WA1104      0204  22   -999.00
WA1104      0204  23   -999.00
WA1104      0204  24   -999.00
WA1104      0204  25   -999.00
WA1104      0204  26   -999.00
WA1104      0204  27   -999.00
WA1104      0204  28   -999.00
WA1104      0204  29   -999.00
WA1104      0304   1   -999.00
WA1104      0304   2   -999.00
WA1104      0304   3   -999.00
WA1104      0304   4   -999.00
WA1104      0304   5   -999.00
WA1104      0304   6   -999.00
WA1104      0304   7   -999.00
WA1104      0304   8   -999.00
WA1104      0304   9   -999.00
WA1104      0304  10   -999.00
WA1104      0304  11   -999.00
WA1104      0304  12   -999.00
WA1104      0304  13   -999.00
WA1104      0304  14   -999.00
WA1104      0304  15   -999.00
WA1104      0304  16   -999.00
WA1104      0304  17   -999.00
WA1104      0304  18   -999.00
WA1104      0304  19   -999.00
WA1104      0304  20   -999.00
WA1104      0304  21   -999.00
WA1104      0304  22   -999.00
WA1104      0304  23   -999.00
WA1104      0304  24   -999.00
WA1104      0304  25   -999.00
WA1104      0304  26   -999.00
WA1104      0304  27   -999.00
WA1104      0304  28   -999.00
WA1104      0304  29   -999.00
WA1104      0304  30   -999.00
WA1104      0304  31   -999.00
WA1104      0404   1   -999.00
WA1104      0404   2   -999.00
WA1104      0404   3   -999.00
WA1104      0404   4   -999.00
WA1104      0404   5   -999.00
WA1104      0404   6   -999.00
WA1104      0404   7   -999.00
WA1104      0404   8   -999.00
WA1104      0404   9   -999.00
WA1104      0404  10   -999.00
WA1104      0404  11   -999.00
WA1104      0404  12   -999.00
WA1104      0404  13   -999.00
WA1104      0404  14   -999.00
WA1104      0404  15   -999.00
WA1104      0404  16   -999.00
WA1104      0404  17   -999.00
WA1104      0404  18   -999.00
WA1104      0404  19   -999.00
WA1104      0404  20   -999.00
WA1104      0404  21   -999.00
WA1104      0404  22   -999.00
WA1104      0404  23   -999.00
WA1104      0404  24   -999.00
WA1104      0404  25   -999.00
WA1104      0404  26   -999.00
WA1104      0404  27   -999.00
WA1104      0404  28   -999.00
WA1104      0404  29   -999.00
WA1104      0404  30   -999.00
WA1104      0504   1   -999.00
WA1104      0504   2   -999.00
WA1104      0504   3   -999.00
WA1104      0504   4   -999.00
WA1104      0504   5   -999.00
WA1104      0504   6   -999.00
WA1104      0504   7   -999.00
WA1104      0504   8   -999.00
WA1104      0504   9   -999.00
WA1104      0504  10   -999.00
WA1104      0504  11   -999.00
WA1104      0504  12   -999.00
WA1104      0504  13   -999.00
WA1104      0504  14   -999.00
WA1104      0504  15   -999.00
WA1104      0504  16   -999.00
WA1104      0504  17   -999.00
WA1104      0504  18   -999.00
WA1104      0504  19   -999.00
WA1104      0504  20   -999.00
WA1104      0504  21   -999.00
WA1104      0504  22   -999.00
WA1104      0504  23   -999.00
WA1104      0504  24   -999.00
WA1104      0504  25   -999.00
WA1104      0504  26   -999.00
WA1104      0504  27   -999.00
WA1104      0504  28   -999.00
WA1104      0504  29   -999.00
WA1104      0504  30   -999.00
WA1104      0504  31   -999.00
WA1104      0604   1   -999.00
WA1104      0604   2   -999.00
WA1104      0604   3   -999.00
WA1104      0604   4   -999.00
WA1104      0604   5   -999.00
WA1104      0604   6   -999.00
WA1104      0604   7   -999.00
WA1104      0604   8   -999.00
WA1104      0604   9   -999.00
WA1104      0604  10   -999.00
WA1104      0604  11   -999.00
WA1104      0604  12   -999.00
WA1104      0604  13   -999.00
WA1104      0604  14   -999.00
WA1104      0604  15   -999.00
WA1104      0604  16   -999.00
WA1104      0604  17   -999.00
WA1104      0604  18   -999.00
WA1104      0604  19   -999.00
WA1104      0604  20   -999.00
WA1104      0604  21   -999.00
WA1104      0604  22   -999.00
WA1104      0604  23   -999.00
WA1104      0604  24   -999.00
WA1104      0604  25   -999.00
WA1104      0604  26   -999.00
WA1104      0604  27   -999.00
WA1104      0604  28   -999.00
WA1104      0604  29   -999.00
WA1104      0604  30   -999.00
WA1104      0704   1   -999.00
WA1104      0704   2   -999.00
WA1104      0704   3   -999.00
WA1104      0704   4   -999.00
WA1104      0704   5   -999.00
WA1104      0704   6   -999.00
WA1104      0704   7   -999.00
WA1104      0704   8   -999.00
WA1104      0704   9   -999.00
WA1104      0704  10   -999.00
WA1104      0704  11   -999.00
WA1104      0704  12   -999.00
WA1104      0704  13   -999.00
WA1104      0704  14   -999.00
WA1104      0704  15   -999.00
WA1104      0704  16   -999.00
WA1104      0704  17   -999.00
WA1104      0704  18   -999.00
WA1104      0704  19   -999.00
WA1104      0704  20   -999.00
WA1104      0704  21   -999.00
WA1104      0704  22   -999.00
WA1104      0704  23   -999.00
WA1104      0704  24   -999.00
WA1104      0704  25   -999.00
WA1104      0704  26   -999.00
WA1104      0704  27   -999.00
WA1104      0704  28   -999.00
WA1104      0704  29   -999.00
WA1104      0704  30   -999.00
WA1104      0704  31   -999.00
WA1104      0804   1   -999.00
WA1104      0804   2   -999.00
WA1104      0804   3   -999.00
WA1104      0804   4   -999.00
WA1104      0804   5   -999.00
WA1104      0804   6   -999.00
WA1104      0804   7   -999.00
WA1104      0804   8   -999.00
WA1104      0804   9   -999.00
WA1104      0804  10   -999.00
WA1104      0804  11   -999.00
WA1104      0804  12   -999.00
WA1104      0804  13   -999.00
WA1104      0804  14   -999.00
WA1104      0804  15   -999.00
WA1104      0804  16   -999.00
WA1104      0804  17   -999.00
WA1104      0804  18   -999.00
WA1104      0804  19   -999.00
WA1104      0804  20   -999.00
WA1104      0804  21   -999.00
WA1104      0804  22   -999.00
WA1104      0804  23   -999.00
WA1104      0804  24   -999.00
WA1104      0804  25   -999.00
WA1104      0804  26   -999.00
WA1104      0804  27   -999.00
WA1104      0804  28   -999.00
WA1104      0804  29   -999.00
WA1104      0804  30   -999.00
WA1104      0804  31   -999.00
WA1104      0904   1   -999.00
WA1104      0904   2   -999.00
WA1104      0904   3   -999.00
WA1104      0904   4   -999.00
WA1104      0904   5   -999.00
WA1104      0904   6   -999.00
WA1104      0904   7   -999.00
WA1104      0904   8   -999.00
WA1104      0904   9   -999.00
WA1104      0904  10   -999.00
WA1104      0904  11   -999.00
WA1104      0904  12   -999.00
WA1104      0904  13   -999.00
WA1104      0904  14   -999.00
WA1104      0904  15   -999.00
WA1104      0904  16   -999.00
WA1104      0904  17   -999.00
WA1104      0904  18   -999.00
WA1104      0904  19   -999.00
WA1104      0904  20   -999.00
WA1104      0904  21   -999.00
WA1104      0904  22   -999.00
WA1104      0904  23   -999.00
WA1104      0904  24   -999.00
WA1104      0904  25   -999.00
WA1104      0904  26   -999.00
WA1104      0904  27   -999.00
WA1104      0904  28   -999.00
WA1104      0904  29   -999.00
WA1104      0904  30   -999.00
WA1104      1004   1   -999.00
WA1104      1004   2   -999.00
WA1104      1004   3   -999.00
WA1104      1004   4   -999.00
WA1104      1004   5   -999.00
WA1104      1004   6   -999.00
WA1104      1004   7   -999.00
WA1104      1004   8   -999.00
WA1104      1004   9   -999.00
WA1104      1004  10   -999.00
WA1104      1004  11   -999.00
WA1104      1004  12   -999.00
WA1104      1004  13   -999.00
WA1104      1004  14   -999.00
WA1104      1004  15   -999.00
WA1104      1004  16   -999.00
WA1104      1004  17   -999.00
WA1104      1004  18   -999.00
WA1104      1004  19   -999.00
WA1104      1004  20   -999.00
WA1104      1004  21   -999.00
WA1104      1004  22   -999.00
WA1104      1004  23   -999.00
WA1104      1004  24   -999.00
WA1104      1004  25   -999.00
WA1104      1004  26   -999.00
WA1104      1004  27   -999.00
WA1104      1004  28   -999.00
WA1104      1004  29   -999.00
WA1104      1004  30   -999.00
WA1104      1004  31   -999.00
WA1104      1104   1   -999.00
WA1104      1104   2   -999.00
WA1104      1104   3   -999.00
WA1104      1104   4   -999.00
WA1104      1104   5   -999.00
WA1104      1104   6   -999.00
WA1104      1104   7   -999.00
WA1104      1104   8   -999.00
WA1104      1104   9   -999.00
WA1104      1104  10   -999.00
WA1104      1104  11   -999.00
WA1104      1104  12   -999.00
WA1104      1104  13   -999.00
WA1104      1104  14   -999.00
WA1104      1104  15   -999.00
WA1104      1104  16   -999.00
WA1104      1104  17   -999.00
WA1104      1104  18   -999.00
WA1104      1104  19   -999.00
WA1104      1104  20   -999.00
WA1104      1104  21   -999.00
WA1104      1104  22   -999.00
WA1104      1104  23   -999.00
WA1104      1104  24   -999.00
WA1104      1104  25   -999.00
WA1104      1104  26   -999.00
WA1104      1104  27   -999.00
WA1104      1104  28   -999.00
WA1104      1104  29   -999.00
WA1104      1104  30   -999.00
WA1104      1204   1   -999.00
WA1104      1204   2   -999.00
WA1104      1204   3   -999.00
WA1104      1204   4   -999.00
WA1104      1204   5   -999.00
WA1104      1204   6   -999.00
WA1104      1204   7   -999.00
WA1104      1204   8   -999.00
WA1104      1204   9   -999.00
WA1104      1204  10   -999.00
WA1104      1204  11   -999.00
WA1104      1204  12   -999.00
WA1104      1204  13   -999.00
WA1104      1204  14   -999.00
WA1104      1204  15   -999.00
WA1104      1204  16   -999.00
WA1104      1204  17   -999.00
WA1104      1204  18   -999.00
WA1104      1204  19   -999.00
WA1104      1204  20   -999.00
WA1104      1204  21   -999.00
WA1104      1204  22   -999.00
WA1104      1204  23   -999.00
WA1104      1204  24   -999.00
WA1104      1204  25   -999.00
WA1104      1204  26   -999.00
WA1104      1204  27   -999.00
WA1104      1204  28   -999.00
WA1104      1204  29   -999.00
WA1104      1204  30   -999.00
WA1104      1204  31   -999.00
WA1104      0105   1   -999.00
WA1104      0105   2   -999.00
WA1104      0105   3   -999.00
WA1104      0105   4   -999.00
WA1104      0105   5   -999.00
WA1104      0105   6   -999.00
WA1104      0105   7   -999.00
WA1104      0105   8   -999.00
WA1104      0105   9   -999.00
WA1104      0105  10   -999.00
WA1104      0105  11   -999.00
WA1104      0105  12   -999.00
WA1104      0105  13   -999.00
WA1104      0105  14   -999.00
WA1104      0105  15   -999.00
WA1104      0105  16   -999.00
WA1104      0105  17   -999.00
WA1104      0105  18   -999.00
WA1104      0105  19   -999.00
WA1104      0105  20   -999.00
WA1104      0105  21   -999.00
WA1104      0105  22   -999.00
WA1104      0105  23   -999.00
WA1104      0105  24   -999.00
WA1104      0105  25   -999.00
WA1104      0105  26   -999.00
WA1104      0105  27   -999.00
WA1104      0105  28   -999.00
WA1104      0105  29   -999.00
WA1104      0105  30   -999.00
WA1104      0105  31   -999.00
WA1104      0205   1   -999.00
WA1104      0205   2   -999.00
WA1104      0205   3   -999.00
WA1104      0205   4   -999.00
WA1104      0205   5   -999.00
WA1104      0205   6   -999.00
WA1104      0205   7   -999.00
WA1104      0205   8   -999.00
WA1104      0205   9   -999.00
WA1104      0205  10   -999.00
WA1104      0205  11   -999.00
WA1104      0205  12   -999.00
WA1104      0205  13   -999.00
WA1104      0205  14   -999.00
WA1104      0205  15   -999.00
WA1104      0205  16   -999.00
WA1104      0205  17   -999.00
WA1104      0205  18   -999.00
WA1104      0205  19   -999.00
WA1104      0205  20   -999.00
WA1104      0205  21   -999.00
WA1104      0205  22   -999.00
WA1104      0205  23   -999.00
WA1104      0205  24   -999.00
WA1104      0205  25   -999.00
WA1104      0205  26   -999.00
WA1104      0205  27   -999.00
WA1104      0205  28   -999.00
WA1104      0305   1   -999.00
WA1104      0305   2   -999.00
WA1104      0305   3   -999.00
WA1104      0305   4   -999.00
WA1104      0305   5   -999.00
WA1104      0305   6   -999.00
WA1104      0305   7   -999.00
WA1104      0305   8   -999.00
WA1104      0305   9   -999.00
WA1104      0305  10   -999.00
WA1104      0305  11   -999.00
WA1104      0305  12   -999.00
WA1104      0305  13   -999.00
WA1104      0305  14   -999.00
WA1104      0305  15   -999.00
WA1104      0305  16   -999.00
WA1104      0305  17   -999.00
WA1104      0305  18   -999.00
WA1104      0305  19   -999.00
WA1104      0305  20   -999.00
WA1104      0305  21   -999.00
WA1104      0305  22   -999.00
WA1104      0305  23   -999.00
WA1104      0305  24   -999.00
WA1104      0305  25   -999.00
WA1104      0305  26   -999.00
WA1104      0305  27   -999.00
WA1104      0305  28   -999.00
WA1104      0305  29   -999.00
WA1104      0305  30   -999.00
WA1104      0305  31   -999.00
WA1104      0405   1   -999.00
WA1104      0405   2   -999.00
WA1104      0405   3   -999.00
WA1104      0405   4   -999.00
WA1104      0405   5   -999.00
WA1104      0405   6   -999.00
WA1104      0405   7   -999.00
WA1104      0405   8   -999.00
WA1104      0405   9   -999.00
WA1104      0405  10   -999.00
WA1104      0405  11   -999.00
WA1104      0405  12   -999.00
WA1104      0405  13   -999.00
WA1104      0405  14   -999.00
WA1104      0405  15   -999.00
WA1104      0405  16   -999.00
WA1104      0405  17   -999.00
WA1104      0405  18   -999.00
WA1104      0405  19   -999.00
WA1104      0405  20   -999.00
WA1104      0405  21   -999.00
WA1104      0405  22   -999.00
WA1104      0405  23   -999.00
WA1104      0405  24   -999.00
WA1104      0405  25   -999.00
WA1104      0405  26   -999.00
WA1104      0405  27   -999.00
WA1104      0405  28   -999.00
WA1104      0405  29   -999.00
WA1104      0405  30   -999.00
WA1104      0505   1   -999.00
WA1104      0505   2   -999.00
WA1104      0505   3   -999.00
WA1104      0505   4   -999.00
WA1104      0505   5   -999.00
WA1104      0505   6   -999.00
WA1104      0505   7   -999.00
WA1104      0505   8   -999.00
WA1104      0505   9   -999.00
WA1104      0505  10   -999.00
WA1104      0505  11   -999.00
WA1104      0505  12   -999.00
WA1104      0505  13   -999.00
WA1104      0505  14   -999.00
WA1104      0505  15   -999.00
WA1104      0505  16   -999.00
WA1104      0505  17   -999.00
WA1104      0505  18   -999.00
WA1104      0505  19   -999.00
WA1104      0505  20   -999.00
WA1104      0505  21   -999.00
WA1104      0505  22   -999.00
WA1104      0505  23   -999.00
WA1104      0505  24   -999.00
WA1104      0505  25   -999.00
WA1104      0505  26   -999.00
WA1104      0505  27   -999.00
WA1104      0505  28   -999.00
WA1104      0505  29   -999.00
WA1104      0505  30   -999.00
WA1104      0505  31   -999.00
WA1104      0605   1   -999.00
WA1104      0605   2   -999.00
WA1104      0605   3   -999.00
WA1104      0605   4   -999.00
WA1104      0605   5   -999.00
WA1104      0605   6   -999.00
WA1104      0605   7   -999.00
WA1104      0605   8   -999.00
WA1104      0605   9   -999.00
WA1104      0605  10   -999.00
WA1104      0605  11   -999.00
WA1104      0605  12   -999.00
WA1104      0605  13   -999.00
WA1104      0605  14   -999.00
WA1104      0605  15   -999.00
WA1104      0605  16   -999.00
WA1104      0605  17   -999.00
WA1104      0605  18   -999.00
WA1104      0605  19   -999.00
WA1104      0605  20   -999.00
WA1104      0605  21   -999.00
WA1104      0605  22   -999.00
WA1104      0605  23   -999.00
WA1104      0605  24   -999.00
WA1104      0605  25   -999.00
WA1104      0605  26   -999.00
WA1104      0605  27   -999.00
WA1104      0605  28   -999.00
WA1104      0605  29   -999.00
WA1104      0605  30   -999.00
WA1104      0705   1   -999.00
WA1104      0705   2   -999.00
WA1104      0705   3   -999.00
WA1104      0705   4   -999.00
WA1104      0705   5   -999.00
WA1104      0705   6   -999.00
WA1104      0705   7   -999.00
WA1104      0705   8   -999.00
WA1104      0705   9   -999.00
WA1104      0705  10   -999.00
WA1104      0705  11   -999.00
WA1104      0705  12   -999.00
WA1104      0705  13   -999.00
WA1104      0705  14   -999.00
WA1104      0705  15   -999.00
WA1104      0705  16   -999.00
WA1104      0705  17   -999.00
WA1104      0705  18   -999.00
WA1104      0705  19   -999.00
WA1104      0705  20   -999.00
WA1104      0705  21   -999.00
WA1104      0705  22   -999.00
WA1104      0705  23   -999.00
WA1104      0705  24   -999.00
WA1104      0705  25   -999.00
WA1104      0705  26   -999.00
WA1104      0705  27   -999.00
WA1104      0705  28   -999.00
WA1104      0705  29   -999.00
WA1104      0705  30   -999.00
WA1104      0705  31   -999.00
WA1104      0805   1   -999.00
WA1104      0805   2   -999.00
WA1104      0805   3   -999.00
WA1104      0805   4   -999.00
WA1104      0805   5   -999.00
WA1104      0805   6   -999.00
WA1104      0805   7   -999.00
WA1104      0805   8   -999.00
WA1104      0805   9   -999.00
WA1104      0805  10   -999.00
WA1104      0805  11   -999.00
WA1104      0805  12   -999.00
WA1104      0805  13   -999.00
WA1104      0805  14   -999.00
WA1104      0805  15   -999.00
WA1104      0805  16   -999.00
WA1104      0805  17   -999.00
WA1104      0805  18   -999.00
WA1104      0805  19   -999.00
WA1104      0805  20   -999.00
WA1104      0805  21   -999.00
WA1104      0805  22   -999.00
WA1104      0805  23   -999.00
WA1104      0805  24   -999.00
WA1104      0805  25   -999.00
WA1104      0805  26   -999.00
WA1104      0805  27   -999.00
WA1104      0805  28   -999.00
WA1104      0805  29   -999.00
WA1104      0805  30   -999.00
WA1104      0805  31   -999.00
WA1104      0905   1   -999.00
WA1104      0905   2   -999.00
WA1104      0905   3   -999.00
WA1104      0905   4   -999.00
WA1104      0905   5   -999.00
WA1104      0905   6   -999.00
WA1104      0905   7   -999.00
WA1104      0905   8   -999.00
WA1104      0905   9   -999.00
WA1104      0905  10   -999.00
WA1104      0905  11   -999.00
WA1104      0905  12   -999.00
WA1104      0905  13   -999.00
WA1104      0905  14   -999.00
WA1104      0905  15   -999.00
WA1104      0905  16   -999.00
WA1104      0905  17   -999.00
WA1104      0905  18   -999.00
WA1104      0905  19   -999.00
WA1104      0905  20   -999.00
WA1104      0905  21   -999.00
WA1104      0905  22   -999.00
WA1104      0905  23   -999.00
WA1104      0905  24   -999.00
WA1104      0905  25   -999.00
WA1104      0905  26   -999.00
WA1104      0905  27   -999.00
WA1104      0905  28   -999.00
WA1104      0905  29   -999.00
WA1104      0905  30   -999.00
WA1104      1005   1   -999.00
WA1104      1005   2   -999.00
WA1104      1005   3   -999.00
WA1104      1005   4   -999.00
WA1104      1005   5   -999.00
WA1104      1005   6   -999.00
WA1104      1005   7   -999.00
WA1104      1005   8   -999.00
WA1104      1005   9   -999.00
WA1104      1005  10   -999.00
WA1104      1005  11   -999.00
WA1104      1005  12   -999.00
WA1104      1005  13   -999.00
WA1104      1005  14   -999.00
WA1104      1005  15   -999.00
WA1104      1005  16   -999.00
WA1104      1005  17   -999.00
WA1104      1005  18   -999.00
WA1104      1005  19   -999.00
WA1104      1005  20   -999.00
WA1104      1005  21   -999.00
WA1104      1005  22   -999.00
WA1104      1005  23   -999.00
WA1104      1005  24   -999.00
WA1104      1005  25   -999.00
WA1104      1005  26   -999.00
WA1104      1005  27   -999.00
WA1104      1005  28   -999.00
WA1104      1005  29   -999.00
WA1104      1005  30   -999.00
WA1104      1005  31   -999.00
WA1104      1105   1   -999.00
WA1104      1105   2   -999.00
WA1104      1105   3   -999.00
WA1104      1105   4   -999.00
WA1104      1105   5   -999.00
WA1104      1105   6   -999.00
WA1104      1105   7   -999.00
WA1104      1105   8   -999.00
WA1104      1105   9   -999.00
WA1104      1105  10   -999.00
WA1104      1105  11   -999.00
WA1104      1105  12   -999.00
WA1104      1105  13   -999.00
WA1104      1105  14   -999.00
WA1104      1105  15   -999.00
WA1104      1105  16   -999.00
WA1104      1105  17   -999.00
WA1104      1105  18   -999.00
WA1104      1105  19   -999.00
WA1104      1105  20   -999.00
WA1104      1105  21   -999.00
WA1104      1105  22   -999.00
WA1104      1105  23   -999.00
WA1104      1105  24   -999.00
WA1104      1105  25   -999.00
WA1104      1105  26   -999.00
WA1104      1105  27   -999.00
WA1104      1105  28   -999.00
WA1104      1105  29   -999.00
WA1104      1105  30   -999.00
WA1104      1205   1   -999.00
WA1104      1205   2   -999.00
WA1104      1205   3   -999.00
WA1104      1205   4   -999.00
WA1104      1205   5   -999.00
WA1104      1205   6   -999.00
WA1104      1205   7   -999.00
WA1104      1205   8   -999.00
WA1104      1205   9   -999.00
WA1104      1205  10   -999.00
WA1104      1205  11   -999.00
WA1104      1205  12   -999.00
WA1104      1205  13   -999.00
WA1104      1205  14   -999.00
WA1104      1205  15   -999.00
WA1104      1205  16   -999.00
WA1104      1205  17   -999.00
WA1104      1205  18   -999.00
WA1104      1205  19   -999.00
WA1104      1205  20   -999.00
WA1104      1205  21   -999.00
WA1104      1205  22   -999.00
WA1104      1205  23   -999.00
WA1104      1205  24   -999.00
WA1104      1205  25   -999.00
WA1104      1205  26   -999.00
WA1104      1205  27   -999.00
WA1104      1205  28   -999.00
WA1104      1205  29   -999.00
WA1104      1205  30   -999.00
WA1104      1205  31   -999.00
WA1104      0106   1   -999.00
WA1104      0106   2   -999.00
WA1104      0106   3   -999.00
WA1104      0106   4   -999.00
WA1104      0106   5   -999.00
WA1104      0106   6   -999.00
WA1104      0106   7   -999.00
WA1104      0106   8   -999.00
WA1104      0106   9   -999.00
WA1104      0106  10   -999.00
WA1104      0106  11   -999.00
WA1104      0106  12   -999.00
WA1104      0106  13   -999.00
WA1104      0106  14   -999.00
WA1104      0106  15   -999.00
WA1104      0106  16   -999.00
WA1104      0106  17   -999.00
WA1104      0106  18   -999.00
WA1104      0106  19   -999.00
WA1104      0106  20   -999.00
WA1104      0106  21   -999.00
WA1104      0106  22   -999.00
WA1104      0106  23   -999.00
WA1104      0106  24   -999.00
WA1104      0106  25   -999.00
WA1104      0106  26   -999.00
WA1104      0106  27   -999.00
WA1104      0106  28   -999.00
WA1104      0106  29   -999.00
WA1104      0106  30   -999.00
WA1104      0106  31   -999.00
WA1104      0206   1   -999.00
WA1104      0206   2   -999.00
WA1104      0206   3   -999.00
WA1104      0206   4   -999.00
WA1104      0206   5   -999.00
WA1104      0206   6   -999.00
WA1104      0206   7   -999.00
WA1104      0206   8   -999.00
WA1104      0206   9   -999.00
WA1104      0206  10   -999.00
WA1104      0206  11   -999.00
WA1104      0206  12   -999.00
WA1104      0206  13   -999.00
WA1104      0206  14   -999.00
WA1104      0206  15   -999.00
WA1104      0206  16   -999.00
WA1104      0206  17   -999.00
WA1104      0206  18   -999.00
WA1104      0206  19   -999.00
WA1104      0206  20   -999.00
WA1104      0206  21   -999.00
WA1104      0206  22   -999.00
WA1104      0206  23   -999.00
WA1104      0206  24   -999.00
WA1104      0206  25   -999.00
WA1104      0206  26   -999.00
WA1104      0206  27   -999.00
WA1104      0206  28   -999.00
WA1104      0306   1   -999.00
WA1104      0306   2   -999.00
WA1104      0306   3   -999.00
WA1104      0306   4   -999.00
WA1104      0306   5   -999.00
WA1104      0306   6   -999.00
WA1104      0306   7   -999.00
WA1104      0306   8   -999.00
WA1104      0306   9   -999.00
WA1104      0306  10   -999.00
WA1104      0306  11   -999.00
WA1104      0306  12   -999.00
WA1104      0306  13   -999.00
WA1104      0306  14   -999.00
WA1104      0306  15   -999.00
WA1104      0306  16   -999.00
WA1104      0306  17   -999.00
WA1104      0306  18   -999.00
WA1104      0306  19   -999.00
WA1104      0306  20   -999.00
WA1104      0306  21   -999.00
WA1104      0306  22   -999.00
WA1104      0306  23   -999.00
WA1104      0306  24   -999.00
WA1104      0306  25   -999.00
WA1104      0306  26   -999.00
WA1104      0306  27   -999.00
WA1104      0306  28   -999.00
WA1104      0306  29   -999.00
WA1104      0306  30   -999.00
WA1104      0306  31   -999.00
WA1104      0406   1   -999.00
WA1104      0406   2   -999.00
WA1104      0406   3   -999.00
WA1104      0406   4   -999.00
WA1104      0406   5   -999.00
WA1104      0406   6   -999.00
WA1104      0406   7   -999.00
WA1104      0406   8   -999.00
WA1104      0406   9   -999.00
WA1104      0406  10   -999.00
WA1104      0406  11   -999.00
WA1104      0406  12   -999.00
WA1104      0406  13   -999.00
WA1104      0406  14   -999.00
WA1104      0406  15   -999.00
WA1104      0406  16   -999.00
WA1104      0406  17   -999.00
WA1104      0406  18   -999.00
WA1104      0406  19   -999.00
WA1104      0406  20   -999.00
WA1104      0406  21   -999.00
WA1104      0406  22   -999.00
WA1104      0406  23   -999.00
WA1104      0406  24   -999.00
WA1104      0406  25   -999.00
WA1104      0406  26   -999.00
WA1104      0406  27   -999.00
WA1104      0406  28   -999.00
WA1104      0406  29   -999.00
WA1104      0406  30   -999.00
WA1104      0506   1   -999.00
WA1104      0506   2   -999.00
WA1104      0506   3   -999.00
WA1104      0506   4   -999.00
WA1104      0506   5   -999.00
WA1104      0506   6   -999.00
WA1104      0506   7   -999.00
WA1104      0506   8   -999.00
WA1104      0506   9   -999.00
WA1104      0506  10   -999.00
WA1104      0506  11   -999.00
WA1104      0506  12   -999.00
WA1104      0506  13   -999.00
WA1104      0506  14   -999.00
WA1104      0506  15   -999.00
WA1104      0506  16   -999.00
WA1104      0506  17   -999.00
WA1104      0506  18   -999.00
WA1104      0506  19   -999.00
WA1104      0506  20   -999.00
WA1104      0506  21   -999.00
WA1104      0506  22   -999.00
WA1104      0506  23   -999.00
WA1104      0506  24   -999.00
WA1104      0506  25   -999.00
WA1104      0506  26   -999.00
WA1104      0506  27   -999.00
WA1104      0506  28   -999.00
WA1104      0506  29   -999.00
WA1104      0506  30   -999.00
WA1104      0506  31   -999.00
WA1104      0606   1   -999.00
WA1104      0606   2   -999.00
WA1104      0606   3   -999.00
WA1104      0606   4   -999.00
WA1104      0606   5   -999.00
WA1104      0606   6   -999.00
WA1104      0606   7   -999.00
WA1104      0606   8   -999.00
WA1104      0606   9   -999.00
WA1104      0606  10   -999.00
WA1104      0606  11   -999.00
WA1104      0606  12   -999.00
WA1104      0606  13   -999.00
WA1104      0606  14   -999.00
WA1104      0606  15   -999.00
WA1104      0606  16   -999.00
WA1104      0606  17   -999.00
WA1104      0606  18   -999.00
WA1104      0606  19   -999.00
WA1104      0606  20   -999.00
WA1104      0606  21   -999.00
WA1104      0606  22   -999.00
WA1104      0606  23   -999.00
WA1104      0606  24   -999.00
WA1104      0606  25   -999.00
WA1104      0606  26   -999.00
WA1104      0606  27   -999.00
WA1104      0606  28   -999.00
WA1104      0606  29   -999.00
WA1104      0606  30   -999.00
WA1104      0706   1   -999.00
WA1104      0706   2   -999.00
WA1104      0706   3   -999.00
WA1104      0706   4   -999.00
WA1104      0706   5   -999.00
WA1104      0706   6   -999.00
WA1104      0706   7   -999.00
WA1104      0706   8   -999.00
WA1104      0706   9   -999.00
WA1104      0706  10   -999.00
WA1104      0706  11   -999.00
WA1104      0706  12   -999.00
WA1104      0706  13   -999.00
WA1104      0706  14   -999.00
WA1104      0706  15   -999.00
WA1104      0706  16   -999.00
