$ Get data for 1259:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:27:52 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA1259          Muckamuck          
WA1259      0108  24   -999.00
WA1259      0108  25   -999.00
WA1259      0108  26   -999.00
WA1259      0108  27   -999.00
WA1259      0108  28   -999.00
WA1259      0108  29   -999.00
WA1259      0108  30   -999.00
WA1259      0108  31   -999.00
WA1259      0208   1   -999.00
WA1259      0208   2   -999.00
WA1259      0208   3   -999.00
WA1259      0208   4   -999.00
WA1259      0208   5   -999.00
WA1259      0208   6   -999.00
WA1259      0208   7   -999.00
WA1259      0208   8   -999.00
WA1259      0208   9   -999.00
WA1259      0208  10   -999.00
WA1259      0208  11   -999.00
WA1259      0208  12   -999.00
WA1259      0208  13   -999.00
WA1259      0208  14   -999.00
WA1259      0208  15   -999.00
WA1259      0208  16   -999.00
WA1259      0208  17   -999.00
WA1259      0208  18   -999.00
WA1259      0208  19   -999.00
WA1259      0208  20   -999.00
WA1259      0208  21   -999.00
WA1259      0208  22   -999.00
WA1259      0208  23   -999.00
WA1259      0208  24   -999.00
WA1259      0208  25   -999.00
WA1259      0208  26   -999.00
WA1259      0208  27   -999.00
WA1259      0208  28   -999.00
WA1259      0208  29   -999.00
WA1259      0308   1   -999.00
WA1259      0308   2   -999.00
WA1259      0308   3   -999.00
WA1259      0308   4   -999.00
WA1259      0308   5   -999.00
WA1259      0308   6   -999.00
WA1259      0308   7   -999.00
WA1259      0308   8   -999.00
WA1259      0308   9   -999.00
WA1259      0308  10   -999.00
WA1259      0308  11   -999.00
WA1259      0308  12   -999.00
WA1259      0308  13   -999.00
WA1259      0308  14   -999.00
WA1259      0308  15   -999.00
WA1259      0308  16   -999.00
WA1259      0308  17   -999.00
WA1259      0308  18   -999.00
WA1259      0308  19   -999.00
WA1259      0308  20   -999.00
WA1259      0308  21   -999.00
WA1259      0308  22   -999.00
WA1259      0308  23   -999.00
WA1259      0308  24   -999.00
WA1259      0308  25   -999.00
WA1259      0308  26   -999.00
WA1259      0308  27   -999.00
WA1259      0308  28   -999.00
WA1259      0308  29   -999.00
WA1259      0308  30   -999.00
WA1259      0308  31   -999.00
WA1259      0408   1   -999.00
WA1259      0408   2   -999.00
WA1259      0408   3   -999.00
WA1259      0408   4   -999.00
WA1259      0408   5   -999.00
WA1259      0408   6   -999.00
WA1259      0408   7   -999.00
WA1259      0408   8   -999.00
WA1259      0408   9   -999.00
WA1259      0408  10   -999.00
WA1259      0408  11   -999.00
WA1259      0408  12   -999.00
WA1259      0408  13   -999.00
WA1259      0408  14   -999.00
WA1259      0408  15   -999.00
WA1259      0408  16   -999.00
WA1259      0408  17   -999.00
WA1259      0408  18   -999.00
WA1259      0408  19   -999.00
WA1259      0408  20   -999.00
WA1259      0408  21   -999.00
WA1259      0408  22   -999.00
WA1259      0408  23   -999.00
WA1259      0408  24   -999.00
WA1259      0408  25   -999.00
WA1259      0408  26   -999.00
WA1259      0408  27   -999.00
WA1259      0408  28   -999.00
WA1259      0408  29   -999.00
WA1259      0408  30   -999.00
WA1259      0508   1   -999.00
WA1259      0508   2   -999.00
WA1259      0508   3   -999.00
WA1259      0508   4   -999.00
WA1259      0508   5   -999.00
WA1259      0508   6   -999.00
WA1259      0508   7   -999.00
WA1259      0508   8   -999.00
WA1259      0508   9   -999.00
WA1259      0508  10   -999.00
WA1259      0508  11   -999.00
WA1259      0508  12   -999.00
WA1259      0508  13   -999.00
WA1259      0508  14   -999.00
WA1259      0508  15   -999.00
WA1259      0508  16   -999.00
WA1259      0508  17   -999.00
WA1259      0508  18   -999.00
WA1259      0508  19   -999.00
WA1259      0508  20   -999.00
WA1259      0508  21   -999.00
WA1259      0508  22   -999.00
WA1259      0508  23   -999.00
WA1259      0508  24   -999.00
WA1259      0508  25   -999.00
WA1259      0508  26   -999.00
WA1259      0508  27   -999.00
WA1259      0508  28   -999.00
WA1259      0508  29   -999.00
WA1259      0508  30   -999.00
WA1259      0508  31   -999.00
WA1259      0608   1   -999.00
WA1259      0608   2   -999.00
WA1259      0608   3   -999.00
WA1259      0608   4   -999.00
WA1259      0608   5   -999.00
WA1259      0608   6   -999.00
WA1259      0608   7   -999.00
WA1259      0608   8   -999.00
WA1259      0608   9   -999.00
WA1259      0608  10   -999.00
WA1259      0608  11   -999.00
WA1259      0608  12   -999.00
WA1259      0608  13   -999.00
WA1259      0608  14   -999.00
WA1259      0608  15   -999.00
WA1259      0608  16   -999.00
WA1259      0608  17   -999.00
WA1259      0608  18   -999.00
WA1259      0608  19   -999.00
WA1259      0608  20   -999.00
WA1259      0608  21   -999.00
WA1259      0608  22   -999.00
WA1259      0608  23   -999.00
WA1259      0608  24   -999.00
WA1259      0608  25   -999.00
WA1259      0608  26   -999.00
WA1259      0608  27   -999.00
WA1259      0608  28   -999.00
WA1259      0608  29   -999.00
WA1259      0608  30   -999.00
WA1259      0708   1   -999.00
WA1259      0708   2   -999.00
WA1259      0708   3   -999.00
WA1259      0708   4   -999.00
WA1259      0708   5   -999.00
WA1259      0708   6   -999.00
WA1259      0708   7   -999.00
WA1259      0708   8   -999.00
WA1259      0708   9   -999.00
WA1259      0708  10   -999.00
WA1259      0708  11   -999.00
WA1259      0708  12   -999.00
WA1259      0708  13   -999.00
WA1259      0708  14   -999.00
WA1259      0708  15   -999.00
WA1259      0708  16   -999.00
WA1259      0708  17   -999.00
WA1259      0708  18   -999.00
WA1259      0708  19   -999.00
WA1259      0708  20   -999.00
WA1259      0708  21   -999.00
WA1259      0708  22   -999.00
WA1259      0708  23   -999.00
WA1259      0708  24   -999.00
WA1259      0708  25   -999.00
WA1259      0708  26   -999.00
WA1259      0708  27   -999.00
WA1259      0708  28   -999.00
WA1259      0708  29   -999.00
WA1259      0708  30   -999.00
WA1259      0708  31   -999.00
WA1259      0808   1   -999.00
WA1259      0808   2   -999.00
WA1259      0808   3   -999.00
WA1259      0808   4   -999.00
WA1259      0808   5   -999.00
WA1259      0808   6   -999.00
WA1259      0808   7   -999.00
WA1259      0808   8   -999.00
WA1259      0808   9   -999.00
WA1259      0808  10   -999.00
WA1259      0808  11   -999.00
WA1259      0808  12   -999.00
WA1259      0808  13   -999.00
WA1259      0808  14   -999.00
WA1259      0808  15   -999.00
WA1259      0808  16   -999.00
WA1259      0808  17   -999.00
WA1259      0808  18   -999.00
WA1259      0808  19   -999.00
WA1259      0808  20   -999.00
WA1259      0808  21   -999.00
WA1259      0808  22   -999.00
WA1259      0808  23   -999.00
WA1259      0808  24   -999.00
WA1259      0808  25   -999.00
WA1259      0808  26   -999.00
WA1259      0808  27   -999.00
WA1259      0808  28   -999.00
WA1259      0808  29   -999.00
WA1259      0808  30   -999.00
WA1259      0808  31   -999.00
WA1259      0908   1   -999.00
WA1259      0908   2   -999.00
WA1259      0908   3   -999.00
WA1259      0908   4   -999.00
WA1259      0908   5   -999.00
WA1259      0908   6   -999.00
WA1259      0908   7   -999.00
WA1259      0908   8   -999.00
WA1259      0908   9   -999.00
WA1259      0908  10   -999.00
WA1259      0908  11   -999.00
WA1259      0908  12   -999.00
WA1259      0908  13   -999.00
WA1259      0908  14   -999.00
WA1259      0908  15   -999.00
WA1259      0908  16   -999.00
WA1259      0908  17   -999.00
WA1259      0908  18   -999.00
WA1259      0908  19   -999.00
WA1259      0908  20   -999.00
WA1259      0908  21   -999.00
WA1259      0908  22   -999.00
WA1259      0908  23   -999.00
WA1259      0908  24   -999.00
WA1259      0908  25   -999.00
WA1259      0908  26   -999.00
WA1259      0908  27   -999.00
WA1259      0908  28   -999.00
WA1259      0908  29   -999.00
WA1259      0908  30   -999.00
WA1259      1008   1   -999.00
WA1259      1008   2   -999.00
WA1259      1008   3   -999.00
WA1259      1008   4   -999.00
WA1259      1008   5   -999.00
WA1259      1008   6   -999.00
WA1259      1008   7   -999.00
WA1259      1008   8   -999.00
WA1259      1008   9   -999.00
WA1259      1008  10   -999.00
WA1259      1008  11   -999.00
WA1259      1008  12   -999.00
WA1259      1008  13   -999.00
WA1259      1008  14   -999.00
WA1259      1008  15   -999.00
WA1259      1008  16   -999.00
WA1259      1008  17   -999.00
WA1259      1008  18   -999.00
WA1259      1008  19   -999.00
WA1259      1008  20   -999.00
WA1259      1008  21   -999.00
WA1259      1008  22   -999.00
WA1259      1008  23   -999.00
WA1259      1008  24   -999.00
WA1259      1008  25   -999.00
WA1259      1008  26   -999.00
WA1259      1008  27   -999.00
WA1259      1008  28   -999.00
WA1259      1008  29   -999.00
WA1259      1008  30   -999.00
WA1259      1008  31   -999.00
WA1259      1108   1   -999.00
WA1259      1108   2   -999.00
WA1259      1108   3   -999.00
WA1259      1108   4   -999.00
WA1259      1108   5   -999.00
WA1259      1108   6   -999.00
WA1259      1108   7   -999.00
WA1259      1108   8   -999.00
WA1259      1108   9   -999.00
WA1259      1108  10   -999.00
WA1259      1108  11   -999.00
WA1259      1108  12   -999.00
WA1259      1108  13   -999.00
WA1259      1108  14   -999.00
WA1259      1108  15   -999.00
WA1259      1108  16   -999.00
WA1259      1108  17   -999.00
WA1259      1108  18   -999.00
WA1259      1108  19   -999.00
WA1259      1108  20   -999.00
WA1259      1108  21   -999.00
WA1259      1108  22   -999.00
WA1259      1108  23   -999.00
WA1259      1108  24   -999.00
WA1259      1108  25   -999.00
WA1259      1108  26   -999.00
WA1259      1108  27   -999.00
WA1259      1108  28   -999.00
WA1259      1108  29   -999.00
WA1259      1108  30   -999.00
WA1259      1208   1   -999.00
WA1259      1208   2   -999.00
WA1259      1208   3   -999.00
WA1259      1208   4   -999.00
WA1259      1208   5   -999.00
WA1259      1208   6   -999.00
WA1259      1208   7   -999.00
WA1259      1208   8   -999.00
WA1259      1208   9   -999.00
WA1259      1208  10   -999.00
WA1259      1208  11   -999.00
WA1259      1208  12   -999.00
WA1259      1208  13   -999.00
WA1259      1208  14   -999.00
WA1259      1208  15   -999.00
WA1259      1208  16   -999.00
WA1259      1208  17   -999.00
WA1259      1208  18   -999.00
WA1259      1208  19   -999.00
WA1259      1208  20   -999.00
WA1259      1208  21   -999.00
WA1259      1208  22   -999.00
WA1259      1208  23   -999.00
WA1259      1208  24   -999.00
WA1259      1208  25   -999.00
WA1259      1208  26   -999.00
WA1259      1208  27   -999.00
WA1259      1208  28   -999.00
WA1259      1208  29   -999.00
WA1259      1208  30   -999.00
WA1259      1208  31   -999.00
WA1259      0109   1   -999.00
WA1259      0109   2   -999.00
WA1259      0109   3   -999.00
WA1259      0109   4   -999.00
WA1259      0109   5   -999.00
WA1259      0109   6   -999.00
WA1259      0109   7   -999.00
WA1259      0109   8   -999.00
WA1259      0109   9   -999.00
WA1259      0109  10   -999.00
WA1259      0109  11   -999.00
WA1259      0109  12   -999.00
WA1259      0109  13   -999.00
WA1259      0109  14   -999.00
WA1259      0109  15   -999.00
WA1259      0109  16   -999.00
WA1259      0109  17   -999.00
WA1259      0109  18   -999.00
WA1259      0109  19   -999.00
WA1259      0109  20   -999.00
WA1259      0109  21   -999.00
WA1259      0109  22   -999.00
WA1259      0109  23   -999.00
WA1259      0109  24   -999.00
WA1259      0109  25   -999.00
WA1259      0109  26   -999.00
WA1259      0109  27   -999.00
WA1259      0109  28   -999.00
WA1259      0109  29   -999.00
WA1259      0109  30   -999.00
WA1259      0109  31   -999.00
WA1259      0209   1   -999.00
WA1259      0209   2   -999.00
WA1259      0209   3   -999.00
WA1259      0209   4   -999.00
WA1259      0209   5   -999.00
WA1259      0209   6   -999.00
WA1259      0209   7   -999.00
WA1259      0209   8   -999.00
WA1259      0209   9   -999.00
WA1259      0209  10   -999.00
WA1259      0209  11   -999.00
WA1259      0209  12   -999.00
WA1259      0209  13   -999.00
WA1259      0209  14   -999.00
WA1259      0209  15   -999.00
WA1259      0209  16   -999.00
WA1259      0209  17   -999.00
WA1259      0209  18   -999.00
WA1259      0209  19   -999.00
WA1259      0209  20   -999.00
WA1259      0209  21   -999.00
WA1259      0209  22   -999.00
WA1259      0209  23   -999.00
WA1259      0209  24   -999.00
WA1259      0209  25   -999.00
WA1259      0209  26   -999.00
WA1259      0209  27   -999.00
WA1259      0209  28   -999.00
WA1259      0309   1   -999.00
WA1259      0309   2   -999.00
WA1259      0309   3   -999.00
WA1259      0309   4   -999.00
WA1259      0309   5   -999.00
WA1259      0309   6   -999.00
WA1259      0309   7   -999.00
WA1259      0309   8   -999.00
WA1259      0309   9   -999.00
WA1259      0309  10   -999.00
WA1259      0309  11   -999.00
WA1259      0309  12   -999.00
WA1259      0309  13   -999.00
WA1259      0309  14   -999.00
WA1259      0309  15   -999.00
WA1259      0309  16   -999.00
WA1259      0309  17   -999.00
WA1259      0309  18   -999.00
WA1259      0309  19   -999.00
WA1259      0309  20   -999.00
WA1259      0309  21   -999.00
WA1259      0309  22   -999.00
WA1259      0309  23   -999.00
WA1259      0309  24   -999.00
WA1259      0309  25   -999.00
WA1259      0309  26   -999.00
WA1259      0309  27   -999.00
WA1259      0309  28   -999.00
WA1259      0309  29   -999.00
WA1259      0309  30   -999.00
WA1259      0309  31   -999.00
WA1259      0409   1   -999.00
WA1259      0409   2   -999.00
WA1259      0409   3   -999.00
WA1259      0409   4   -999.00
WA1259      0409   5   -999.00
WA1259      0409   6   -999.00
WA1259      0409   7   -999.00
WA1259      0409   8   -999.00
WA1259      0409   9   -999.00
WA1259      0409  10   -999.00
WA1259      0409  11   -999.00
WA1259      0409  12   -999.00
WA1259      0409  13   -999.00
WA1259      0409  14   -999.00
WA1259      0409  15   -999.00
WA1259      0409  16   -999.00
WA1259      0409  17   -999.00
WA1259      0409  18   -999.00
WA1259      0409  19   -999.00
WA1259      0409  20   -999.00
WA1259      0409  21   -999.00
WA1259      0409  22   -999.00
WA1259      0409  23   -999.00
WA1259      0409  24   -999.00
WA1259      0409  25   -999.00
WA1259      0409  26   -999.00
WA1259      0409  27   -999.00
WA1259      0409  28   -999.00
WA1259      0409  29   -999.00
WA1259      0409  30   -999.00
WA1259      0509   1   -999.00
WA1259      0509   2   -999.00
WA1259      0509   3   -999.00
WA1259      0509   4   -999.00
WA1259      0509   5   -999.00
WA1259      0509   6   -999.00
WA1259      0509   7   -999.00
WA1259      0509   8   -999.00
WA1259      0509   9   -999.00
WA1259      0509  10   -999.00
WA1259      0509  11   -999.00
WA1259      0509  12   -999.00
WA1259      0509  13   -999.00
WA1259      0509  14   -999.00
WA1259      0509  15   -999.00
WA1259      0509  16   -999.00
WA1259      0509  17   -999.00
WA1259      0509  18   -999.00
WA1259      0509  19   -999.00
WA1259      0509  20   -999.00
WA1259      0509  21   -999.00
WA1259      0509  22   -999.00
WA1259      0509  23   -999.00
WA1259      0509  24   -999.00
WA1259      0509  25   -999.00
WA1259      0509  26   -999.00
WA1259      0509  27   -999.00
WA1259      0509  28   -999.00
WA1259      0509  29   -999.00
WA1259      0509  30   -999.00
WA1259      0509  31   -999.00
WA1259      0609   1   -999.00
WA1259      0609   2   -999.00
WA1259      0609   3   -999.00
WA1259      0609   4   -999.00
WA1259      0609   5   -999.00
WA1259      0609   6   -999.00
WA1259      0609   7   -999.00
WA1259      0609   8   -999.00
WA1259      0609   9   -999.00
WA1259      0609  10   -999.00
WA1259      0609  11   -999.00
WA1259      0609  12   -999.00
WA1259      0609  13   -999.00
WA1259      0609  14   -999.00
WA1259      0609  15   -999.00
WA1259      0609  16   -999.00
WA1259      0609  17   -999.00
WA1259      0609  18   -999.00
WA1259      0609  19   -999.00
WA1259      0609  20   -999.00
WA1259      0609  21   -999.00
WA1259      0609  22   -999.00
WA1259      0609  23   -999.00
WA1259      0609  24   -999.00
WA1259      0609  25   -999.00
WA1259      0609  26   -999.00
WA1259      0609  27   -999.00
WA1259      0609  28   -999.00
WA1259      0609  29   -999.00
WA1259      0609  30   -999.00
WA1259      0709   1   -999.00
WA1259      0709   2   -999.00
WA1259      0709   3   -999.00
WA1259      0709   4   -999.00
WA1259      0709   5   -999.00
WA1259      0709   6   -999.00
WA1259      0709   7   -999.00
WA1259      0709   8   -999.00
WA1259      0709   9   -999.00
WA1259      0709  10   -999.00
WA1259      0709  11   -999.00
WA1259      0709  12   -999.00
WA1259      0709  13   -999.00
WA1259      0709  14   -999.00
WA1259      0709  15   -999.00
WA1259      0709  16   -999.00
WA1259      0709  17   -999.00
WA1259      0709  18   -999.00
WA1259      0709  19   -999.00
WA1259      0709  20   -999.00
WA1259      0709  21   -999.00
WA1259      0709  22   -999.00
WA1259      0709  23   -999.00
WA1259      0709  24   -999.00
WA1259      0709  25   -999.00
WA1259      0709  26   -999.00
WA1259      0709  27   -999.00
WA1259      0709  28   -999.00
WA1259      0709  29   -999.00
WA1259      0709  30   -999.00
WA1259      0709  31   -999.00
WA1259      0809   1   -999.00
WA1259      0809   2   -999.00
WA1259      0809   3   -999.00
WA1259      0809   4   -999.00
WA1259      0809   5   -999.00
WA1259      0809   6   -999.00
WA1259      0809   7   -999.00
WA1259      0809   8   -999.00
WA1259      0809   9   -999.00
WA1259      0809  10   -999.00
WA1259      0809  11   -999.00
WA1259      0809  12   -999.00
WA1259      0809  13   -999.00
WA1259      0809  14   -999.00
WA1259      0809  15   -999.00
WA1259      0809  16   -999.00
WA1259      0809  17   -999.00
WA1259      0809  18   -999.00
WA1259      0809  19   -999.00
WA1259      0809  20   -999.00
WA1259      0809  21   -999.00
WA1259      0809  22   -999.00
WA1259      0809  23   -999.00
WA1259      0809  24   -999.00
WA1259      0809  25   -999.00
WA1259      0809  26   -999.00
WA1259      0809  27   -999.00
WA1259      0809  28   -999.00
WA1259      0809  29   -999.00
WA1259      0809  30   -999.00
WA1259      0809  31   -999.00
WA1259      0909   1   -999.00
WA1259      0909   2   -999.00
WA1259      0909   3   -999.00
WA1259      0909   4   -999.00
WA1259      0909   5   -999.00
WA1259      0909   6   -999.00
WA1259      0909   7   -999.00
WA1259      0909   8   -999.00
WA1259      0909   9   -999.00
WA1259      0909  10   -999.00
WA1259      0909  11   -999.00
WA1259      0909  12   -999.00
WA1259      0909  13   -999.00
WA1259      0909  14   -999.00
WA1259      0909  15   -999.00
WA1259      0909  16   -999.00
WA1259      0909  17   -999.00
WA1259      0909  18   -999.00
WA1259      0909  19   -999.00
WA1259      0909  20   -999.00
WA1259      0909  21   -999.00
WA1259      0909  22   -999.00
WA1259      0909  23   -999.00
WA1259      0909  24   -999.00
WA1259      0909  25   -999.00
WA1259      0909  26   -999.00
WA1259      0909  27   -999.00
WA1259      0909  28   -999.00
WA1259      0909  29   -999.00
WA1259      0909  30   -999.00
WA1259      1009   1   -999.00
WA1259      1009   2   -999.00
WA1259      1009   3   -999.00
WA1259      1009   4   -999.00
WA1259      1009   5   -999.00
WA1259      1009   6   -999.00
WA1259      1009   7   -999.00
WA1259      1009   8   -999.00
WA1259      1009   9   -999.00
WA1259      1009  10   -999.00
WA1259      1009  11   -999.00
WA1259      1009  12   -999.00
WA1259      1009  13   -999.00
WA1259      1009  14   -999.00
WA1259      1009  15   -999.00
WA1259      1009  16   -999.00
WA1259      1009  17   -999.00
WA1259      1009  18   -999.00
WA1259      1009  19   -999.00
WA1259      1009  20   -999.00
WA1259      1009  21   -999.00
WA1259      1009  22   -999.00
WA1259      1009  23   -999.00
WA1259      1009  24   -999.00
WA1259      1009  25   -999.00
WA1259      1009  26   -999.00
WA1259      1009  27   -999.00
WA1259      1009  28   -999.00
WA1259      1009  29   -999.00
WA1259      1009  30   -999.00
WA1259      1009  31   -999.00
WA1259      1109   1   -999.00
WA1259      1109   2   -999.00
WA1259      1109   3   -999.00
WA1259      1109   4   -999.00
WA1259      1109   5   -999.00
WA1259      1109   6   -999.00
WA1259      1109   7   -999.00
WA1259      1109   8   -999.00
WA1259      1109   9   -999.00
WA1259      1109  10   -999.00
WA1259      1109  11   -999.00
WA1259      1109  12   -999.00
WA1259      1109  13   -999.00
WA1259      1109  14   -999.00
WA1259      1109  15   -999.00
WA1259      1109  16   -999.00
WA1259      1109  17   -999.00
WA1259      1109  18   -999.00
WA1259      1109  19   -999.00
WA1259      1109  20   -999.00
WA1259      1109  21   -999.00
WA1259      1109  22   -999.00
WA1259      1109  23   -999.00
WA1259      1109  24   -999.00
WA1259      1109  25   -999.00
WA1259      1109  26   -999.00
WA1259      1109  27   -999.00
WA1259      1109  28   -999.00
WA1259      1109  29   -999.00
WA1259      1109  30   -999.00
WA1259      1209   1   -999.00
WA1259      1209   2   -999.00
WA1259      1209   3   -999.00
WA1259      1209   4   -999.00
WA1259      1209   5   -999.00
WA1259      1209   6   -999.00
WA1259      1209   7   -999.00
WA1259      1209   8   -999.00
WA1259      1209   9   -999.00
WA1259      1209  10   -999.00
WA1259      1209  11   -999.00
WA1259      1209  12   -999.00
WA1259      1209  13   -999.00
WA1259      1209  14   -999.00
WA1259      1209  15   -999.00
WA1259      1209  16   -999.00
WA1259      1209  17   -999.00
WA1259      1209  18   -999.00
WA1259      1209  19   -999.00
WA1259      1209  20   -999.00
WA1259      1209  21   -999.00
WA1259      1209  22   -999.00
WA1259      1209  23   -999.00
WA1259      1209  24   -999.00
WA1259      1209  25   -999.00
WA1259      1209  26   -999.00
WA1259      1209  27   -999.00
WA1259      1209  28   -999.00
WA1259      1209  29   -999.00
WA1259      1209  30   -999.00
WA1259      1209  31   -999.00
WA1259      0110   1   -999.00
WA1259      0110   2   -999.00
WA1259      0110   3   -999.00
WA1259      0110   4   -999.00
WA1259      0110   5   -999.00
WA1259      0110   6   -999.00
WA1259      0110   7   -999.00
WA1259      0110   8   -999.00
WA1259      0110   9   -999.00
WA1259      0110  10   -999.00
WA1259      0110  11   -999.00
WA1259      0110  12   -999.00
WA1259      0110  13   -999.00
WA1259      0110  14   -999.00
WA1259      0110  15   -999.00
WA1259      0110  16   -999.00
WA1259      0110  17   -999.00
WA1259      0110  18   -999.00
WA1259      0110  19   -999.00
WA1259      0110  20   -999.00
WA1259      0110  21   -999.00
WA1259      0110  22   -999.00
WA1259      0110  23   -999.00
WA1259      0110  24   -999.00
WA1259      0110  25   -999.00
WA1259      0110  26   -999.00
WA1259      0110  27   -999.00
WA1259      0110  28   -999.00
WA1259      0110  29   -999.00
WA1259      0110  30   -999.00
WA1259      0110  31   -999.00
WA1259      0210   1   -999.00
WA1259      0210   2   -999.00
WA1259      0210   3   -999.00
WA1259      0210   4   -999.00
WA1259      0210   5   -999.00
WA1259      0210   6   -999.00
WA1259      0210   7   -999.00
WA1259      0210   8   -999.00
WA1259      0210   9   -999.00
WA1259      0210  10   -999.00
WA1259      0210  11   -999.00
WA1259      0210  12   -999.00
WA1259      0210  13   -999.00
WA1259      0210  14   -999.00
WA1259      0210  15   -999.00
WA1259      0210  16   -999.00
WA1259      0210  17   -999.00
WA1259      0210  18   -999.00
WA1259      0210  19   -999.00
WA1259      0210  20   -999.00
WA1259      0210  21   -999.00
WA1259      0210  22   -999.00
WA1259      0210  23   -999.00
WA1259      0210  24   -999.00
WA1259      0210  25   -999.00
WA1259      0210  26   -999.00
WA1259      0210  27   -999.00
WA1259      0210  28   -999.00
WA1259      0310   1   -999.00
WA1259      0310   2   -999.00
WA1259      0310   3   -999.00
WA1259      0310   4   -999.00
WA1259      0310   5   -999.00
WA1259      0310   6   -999.00
WA1259      0310   7   -999.00
WA1259      0310   8   -999.00
WA1259      0310   9   -999.00
WA1259      0310  10   -999.00
WA1259      0310  11   -999.00
WA1259      0310  12   -999.00
WA1259      0310  13   -999.00
WA1259      0310  14   -999.00
WA1259      0310  15   -999.00
WA1259      0310  16   -999.00
WA1259      0310  17   -999.00
WA1259      0310  18   -999.00
WA1259      0310  19   -999.00
WA1259      0310  20   -999.00
WA1259      0310  21   -999.00
WA1259      0310  22   -999.00
WA1259      0310  23   -999.00
WA1259      0310  24   -999.00
WA1259      0310  25   -999.00
WA1259      0310  26   -999.00
WA1259      0310  27   -999.00
WA1259      0310  28   -999.00
WA1259      0310  29   -999.00
WA1259      0310  30   -999.00
WA1259      0310  31   -999.00
WA1259      0410   1   -999.00
WA1259      0410   2   -999.00
WA1259      0410   3   -999.00
WA1259      0410   4   -999.00
WA1259      0410   5   -999.00
WA1259      0410   6   -999.00
WA1259      0410   7   -999.00
WA1259      0410   8   -999.00
WA1259      0410   9   -999.00
WA1259      0410  10   -999.00
WA1259      0410  11   -999.00
WA1259      0410  12   -999.00
WA1259      0410  13   -999.00
WA1259      0410  14   -999.00
WA1259      0410  15   -999.00
WA1259      0410  16   -999.00
WA1259      0410  17   -999.00
WA1259      0410  18   -999.00
WA1259      0410  19   -999.00
WA1259      0410  20   -999.00
WA1259      0410  21   -999.00
WA1259      0410  22   -999.00
WA1259      0410  23   -999.00
WA1259      0410  24   -999.00
WA1259      0410  25   -999.00
WA1259      0410  26   -999.00
WA1259      0410  27   -999.00
WA1259      0410  28   -999.00
WA1259      0410  29   -999.00
WA1259      0410  30   -999.00
WA1259      0510   1   -999.00
WA1259      0510   2   -999.00
WA1259      0510   3   -999.00
WA1259      0510   4   -999.00
WA1259      0510   5   -999.00
WA1259      0510   6   -999.00
WA1259      0510   7   -999.00
WA1259      0510   8   -999.00
WA1259      0510   9   -999.00
WA1259      0510  10   -999.00
WA1259      0510  11   -999.00
WA1259      0510  12   -999.00
WA1259      0510  13   -999.00
WA1259      0510  14   -999.00
WA1259      0510  15   -999.00
WA1259      0510  16   -999.00
WA1259      0510  17   -999.00
WA1259      0510  18   -999.00
WA1259      0510  19   -999.00
WA1259      0510  20   -999.00
WA1259      0510  21   -999.00
WA1259      0510  22   -999.00
WA1259      0510  23   -999.00
WA1259      0510  24   -999.00
WA1259      0510  25   -999.00
WA1259      0510  26   -999.00
WA1259      0510  27   -999.00
WA1259      0510  28   -999.00
WA1259      0510  29   -999.00
WA1259      0510  30   -999.00
WA1259      0510  31   -999.00
WA1259      0610   1   -999.00
WA1259      0610   2   -999.00
WA1259      0610   3   -999.00
WA1259      0610   4   -999.00
WA1259      0610   5   -999.00
WA1259      0610   6   -999.00
WA1259      0610   7   -999.00
WA1259      0610   8   -999.00
WA1259      0610   9   -999.00
WA1259      0610  10   -999.00
WA1259      0610  11   -999.00
WA1259      0610  12   -999.00
WA1259      0610  13   -999.00
WA1259      0610  14   -999.00
WA1259      0610  15   -999.00
WA1259      0610  16   -999.00
WA1259      0610  17   -999.00
WA1259      0610  18   -999.00
WA1259      0610  19   -999.00
WA1259      0610  20   -999.00
WA1259      0610  21   -999.00
WA1259      0610  22   -999.00
WA1259      0610  23   -999.00
WA1259      0610  24   -999.00
WA1259      0610  25   -999.00
WA1259      0610  26   -999.00
WA1259      0610  27   -999.00
WA1259      0610  28   -999.00
WA1259      0610  29   -999.00
WA1259      0610  30   -999.00
WA1259      0710   1   -999.00
WA1259      0710   2   -999.00
WA1259      0710   3   -999.00
WA1259      0710   4   -999.00
WA1259      0710   5   -999.00
WA1259      0710   6   -999.00
WA1259      0710   7   -999.00
WA1259      0710   8   -999.00
WA1259      0710   9   -999.00
WA1259      0710  10   -999.00
WA1259      0710  11   -999.00
WA1259      0710  12   -999.00
WA1259      0710  13   -999.00
WA1259      0710  14   -999.00
WA1259      0710  15   -999.00
WA1259      0710  16   -999.00
WA1259      0710  17   -999.00
WA1259      0710  18   -999.00
WA1259      0710  19   -999.00
WA1259      0710  20   -999.00
WA1259      0710  21   -999.00
WA1259      0710  22   -999.00
WA1259      0710  23   -999.00
WA1259      0710  24   -999.00
WA1259      0710  25   -999.00
WA1259      0710  26   -999.00
WA1259      0710  27   -999.00
WA1259      0710  28   -999.00
WA1259      0710  29   -999.00
WA1259      0710  30   -999.00
WA1259      0710  31   -999.00
WA1259      0810   1   -999.00
WA1259      0810   2   -999.00
WA1259      0810   3   -999.00
